dimension,value,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
task,"In the any.do app, create a reminder HR meeting",final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.010079575596816975, ""min"": 0.005305039787798408, ""max"": 0.010610079575596816, ""std"": 0.002652519893899204}",1.0
task,"In the any.do app, create a reminder HR meeting",final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.003978779840848806, ""median"": 0.003978779840848806, ""p90"": 0.003978779840848806, ""min"": 0.003978779840848806, ""max"": 0.003978779840848806, ""std"": 0.0}",
task,"In the any.do app, create a reminder HR meeting",final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
task,"In the any.do app, create a reminder HR meeting",final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.0003315649867374005, ""median"": 0.0003315649867374005, ""p90"": 0.0005968169761273209, ""min"": 0.0, ""max"": 0.000663129973474801, ""std"": 0.0003315649867374005}",-1.0
task,"In the any.do app, create a reminder HR meeting",final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.004641909814323607, ""median"": 0.004641909814323607, ""p90"": 0.004641909814323607, ""min"": 0.004641909814323607, ""max"": 0.004641909814323607, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.005305039787798408, ""min"": 0.005305039787798408, ""max"": 0.005305039787798408, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.02586206896551724, ""median"": 0.02586206896551724, ""p90"": 0.02586206896551724, ""min"": 0.02586206896551724, ""max"": 0.02586206896551724, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.017241379310344827, ""median"": 0.017241379310344827, ""p90"": 0.017241379310344827, ""min"": 0.017241379310344827, ""max"": 0.017241379310344827, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.006631299734748011, ""median"": 0.006631299734748011, ""p90"": 0.006631299734748011, ""min"": 0.006631299734748011, ""max"": 0.006631299734748011, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0033156498673740055, ""median"": 0.0033156498673740055, ""p90"": 0.0033156498673740055, ""min"": 0.0033156498673740055, ""max"": 0.0033156498673740055, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.02774234693877551, ""median"": 0.02774234693877551, ""p90"": 0.03871173469387755, ""min"": 0.01403061224489796, ""max"": 0.04145408163265306, ""std"": 0.013711734693877549}",1.0
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.016581632653061226, ""median"": 0.016581632653061226, ""p90"": 0.021173469387755103, ""min"": 0.010841836734693877, ""max"": 0.022321428571428572, ""std"": 0.005739795918367347}",0.9999999999999998
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.005739795918367346, ""median"": 0.005739795918367346, ""p90"": 0.0067602040816326535, ""min"": 0.004464285714285714, ""max"": 0.00701530612244898, ""std"": 0.0012755102040816328}",1.0
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.002551020408163265, ""median"": 0.002551020408163265, ""p90"": 0.002551020408163265, ""min"": 0.002551020408163265, ""max"": 0.002551020408163265, ""std"": 0.0}",
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"My buddy Carlos handed me $200, and he wants me to convert it to BLR, but I'm not sure how much it will cost. Transform $200 USD to BLR by using the Currency Converter app.",final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.03249336870026525, ""median"": 0.03249336870026525, ""p90"": 0.0356763925729443, ""min"": 0.028514588859416445, ""max"": 0.03647214854111406, ""std"": 0.003978779840848807}",1.0
task,"My buddy Carlos handed me $200, and he wants me to convert it to BLR, but I'm not sure how much it will cost. Transform $200 USD to BLR by using the Currency Converter app.",final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.02022546419098143, ""median"": 0.02022546419098143, ""p90"": 0.023143236074270556, ""min"": 0.016578249336870028, ""max"": 0.023872679045092837, ""std"": 0.003647214854111404}",1.0
task,"My buddy Carlos handed me $200, and he wants me to convert it to BLR, but I'm not sure how much it will cost. Transform $200 USD to BLR by using the Currency Converter app.",final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.0069628647214854105, ""median"": 0.0069628647214854105, ""p90"": 0.009350132625994696, ""min"": 0.003978779840848806, ""max"": 0.009946949602122016, ""std"": 0.0029840848806366046}",1.0
task,"My buddy Carlos handed me $200, and he wants me to convert it to BLR, but I'm not sure how much it will cost. Transform $200 USD to BLR by using the Currency Converter app.",final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.003978779840848806, ""median"": 0.003978779840848806, ""p90"": 0.005570291777188329, ""min"": 0.001989389920424403, ""max"": 0.005968169761273209, ""std"": 0.0019893899204244028}",1.0
task,"My buddy Carlos handed me $200, and he wants me to convert it to BLR, but I'm not sure how much it will cost. Transform $200 USD to BLR by using the Currency Converter app.",final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.0003315649867374005, ""median"": 0.0003315649867374005, ""p90"": 0.0005968169761273209, ""min"": 0.0, ""max"": 0.000663129973474801, ""std"": 0.0003315649867374005}",1.0
task,"My mom has invited me to her house in Phoenix, so I open the Expedia app to search for first-class tickets from New York to Phoenix on September 9th, 2023, and return on September 15th, 2023.",final,0.005,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.046087533156498675, ""median"": 0.027519893899204246, ""p90"": 0.0913793103448276, ""min"": 0.015251989389920425, ""max"": 0.11405835543766578, ""std"": 0.040310721488189476}",0.7799028647193791
task,"My mom has invited me to her house in Phoenix, so I open the Expedia app to search for first-class tickets from New York to Phoenix on September 9th, 2023, and return on September 15th, 2023.",final,0.01,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.03033819628647215, ""median"": 0.016578249336870025, ""p90"": 0.06200265251989391, ""min"": 0.009283819628647215, ""max"": 0.07891246684350132, ""std"": 0.028516034600324064}",0.7482708805131086
task,"My mom has invited me to her house in Phoenix, so I open the Expedia app to search for first-class tickets from New York to Phoenix on September 9th, 2023, and return on September 15th, 2023.",final,0.03,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.009781167108753316, ""median"": 0.005636604774535809, ""p90"": 0.018965517241379314, ""min"": 0.0033156498673740055, ""max"": 0.02453580901856764, ""std"": 0.008574337228770391}",0.6745804719195467
task,"My mom has invited me to her house in Phoenix, so I open the Expedia app to search for first-class tickets from New York to Phoenix on September 9th, 2023, and return on September 15th, 2023.",final,0.05,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.003315649867374005, ""median"": 0.001989389920424403, ""p90"": 0.007294429708222813, ""min"": 0.0, ""max"": 0.009283819628647215, ""std"": 0.0035710641957125357}",0.7738781487066881
task,"My mom has invited me to her house in Phoenix, so I open the Expedia app to search for first-class tickets from New York to Phoenix on September 9th, 2023, and return on September 15th, 2023.",final,0.1,cosine_distance,4,"{""count"": 4, ""mean"": 0.087890625, ""median"": 0.0859375, ""p90"": 0.14609375000000002, ""min"": 0.03125, ""max"": 0.1484375, ""std"": 0.05670793414436709}","{""count"": 4, ""mean"": 0.0004973474801061008, ""median"": 0.0, ""p90"": 0.0013925729442970825, ""min"": 0.0, ""max"": 0.001989389920424403, ""std"": 0.000861431104560118}",0.6164349858142901
task,Open The Clock app and add a 2-minute timer to the 10-minute timer.,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03116710875331565, ""median"": 0.03116710875331565, ""p90"": 0.03116710875331565, ""min"": 0.03116710875331565, ""max"": 0.03116710875331565, ""std"": 0.0}",
task,Open The Clock app and add a 2-minute timer to the 10-minute timer.,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.021220159151193633, ""median"": 0.021220159151193633, ""p90"": 0.021220159151193633, ""min"": 0.021220159151193633, ""max"": 0.021220159151193633, ""std"": 0.0}",
