dimension,value,feature_boundary,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
task,In the Decathlon app. I would like to learn about new sport wear trends in order to get inspiration for men's sport wear style.,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.026525198938992044, ""median"": 0.026525198938992044, ""p90"": 0.026525198938992044, ""min"": 0.026525198938992044, ""max"": 0.026525198938992044, ""std"": 0.0}",
task,In the Decathlon app. I would like to learn about new sport wear trends in order to get inspiration for men's sport wear style.,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.021220159151193633, ""median"": 0.021220159151193633, ""p90"": 0.021220159151193633, ""min"": 0.021220159151193633, ""max"": 0.021220159151193633, ""std"": 0.0}",
task,In the Decathlon app. I would like to learn about new sport wear trends in order to get inspiration for men's sport wear style.,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.007957559681697613, ""min"": 0.007957559681697613, ""max"": 0.007957559681697613, ""std"": 0.0}",
task,In the Decathlon app. I would like to learn about new sport wear trends in order to get inspiration for men's sport wear style.,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005305039787798408, ""median"": 0.005305039787798408, ""p90"": 0.005305039787798408, ""min"": 0.005305039787798408, ""max"": 0.005305039787798408, ""std"": 0.0}",
task,In the Decathlon app. I would like to learn about new sport wear trends in order to get inspiration for men's sport wear style.,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
task,"In the Sketchbook app, create a new sketch with canvas size 1080x2263",model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.20424403183023873, ""median"": 0.20424403183023873, ""p90"": 0.20424403183023873, ""min"": 0.20424403183023873, ""max"": 0.20424403183023873, ""std"": 0.0}",
task,"In the Sketchbook app, create a new sketch with canvas size 1080x2263",model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.15915119363395225, ""median"": 0.15915119363395225, ""p90"": 0.15915119363395225, ""min"": 0.15915119363395225, ""max"": 0.15915119363395225, ""std"": 0.0}",
task,"In the Sketchbook app, create a new sketch with canvas size 1080x2263",model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.11405835543766578, ""median"": 0.11405835543766578, ""p90"": 0.11405835543766578, ""min"": 0.11405835543766578, ""max"": 0.11405835543766578, ""std"": 0.0}",
task,"In the Sketchbook app, create a new sketch with canvas size 1080x2263",model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.09549071618037135, ""median"": 0.09549071618037135, ""p90"": 0.09549071618037135, ""min"": 0.09549071618037135, ""max"": 0.09549071618037135, ""std"": 0.0}",
task,"In the Sketchbook app, create a new sketch with canvas size 1080x2263",model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0636604774535809, ""median"": 0.0636604774535809, ""p90"": 0.0636604774535809, ""min"": 0.0636604774535809, ""max"": 0.0636604774535809, ""std"": 0.0}",
task,"In the any.do app, create a reminder HR meeting",model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.054376657824933686, ""median"": 0.054376657824933686, ""p90"": 0.08090185676392574, ""min"": 0.021220159151193633, ""max"": 0.08753315649867374, ""std"": 0.033156498673740056}",1.0
task,"In the any.do app, create a reminder HR meeting",model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.045092838196286476, ""median"": 0.045092838196286476, ""p90"": 0.06631299734748011, ""min"": 0.01856763925729443, ""max"": 0.07161803713527852, ""std"": 0.026525198938992047}",0.9999999999999998
task,"In the any.do app, create a reminder HR meeting",model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.02519893899204244, ""median"": 0.02519893899204244, ""p90"": 0.03262599469496021, ""min"": 0.015915119363395226, ""max"": 0.034482758620689655, ""std"": 0.009283819628647215}",1.0
task,"In the any.do app, create a reminder HR meeting",model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.010344827586206896, ""min"": 0.007957559681697613, ""max"": 0.010610079575596816, ""std"": 0.0013262599469496018}",1.0
task,"In the any.do app, create a reminder HR meeting",model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.01953125, ""median"": 0.01953125, ""p90"": 0.02890625, ""min"": 0.0078125, ""max"": 0.03125, ""std"": 0.01171875}","{""count"": 2, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03713527851458886, ""median"": 0.03713527851458886, ""p90"": 0.03713527851458886, ""min"": 0.03713527851458886, ""max"": 0.03713527851458886, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.023872679045092837, ""median"": 0.023872679045092837, ""p90"": 0.023872679045092837, ""min"": 0.023872679045092837, ""max"": 0.023872679045092837, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.007957559681697613, ""min"": 0.007957559681697613, ""max"": 0.007957559681697613, ""std"": 0.0}",
task,"In the calendar app, change the timing of the book fair event from 08:00 PM to 04:00 PM.",model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.026525198938992044, ""median"": 0.026525198938992044, ""p90"": 0.026525198938992044, ""min"": 0.026525198938992044, ""max"": 0.026525198938992044, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.015915119363395226, ""median"": 0.015915119363395226, ""p90"": 0.015915119363395226, ""min"": 0.015915119363395226, ""max"": 0.015915119363395226, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.015915119363395226, ""median"": 0.015915119363395226, ""p90"": 0.015915119363395226, ""min"": 0.015915119363395226, ""max"": 0.015915119363395226, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
task,"It's time to change since I'm sick of the outdated appearance. Using the Limeroad app, choose mesh as the shoe's material.",model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.19363395225464192, ""median"": 0.19363395225464192, ""p90"": 0.19363395225464192, ""min"": 0.19363395225464192, ""max"": 0.19363395225464192, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.14588859416445624, ""median"": 0.14588859416445624, ""p90"": 0.14588859416445624, ""min"": 0.14588859416445624, ""max"": 0.14588859416445624, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.08222811671087533, ""median"": 0.08222811671087533, ""p90"": 0.08222811671087533, ""min"": 0.08222811671087533, ""max"": 0.08222811671087533, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.05570291777188329, ""median"": 0.05570291777188329, ""p90"": 0.05570291777188329, ""min"": 0.05570291777188329, ""max"": 0.05570291777188329, ""std"": 0.0}",
task,Look for Shoes with Golf Shoe type Filter in the Decathlon app,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.026525198938992044, ""median"": 0.026525198938992044, ""p90"": 0.026525198938992044, ""min"": 0.026525198938992044, ""max"": 0.026525198938992044, ""std"": 0.0}",
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.1517857142857143, ""median"": 0.1517857142857143, ""p90"": 0.21403061224489797, ""min"": 0.07397959183673469, ""max"": 0.22959183673469388, ""std"": 0.0778061224489796}",1.0
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.11096938775510204, ""median"": 0.11096938775510204, ""p90"": 0.15076530612244898, ""min"": 0.061224489795918366, ""max"": 0.16071428571428573, ""std"": 0.04974489795918368}",1.0000000000000002
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.08035714285714285, ""median"": 0.08035714285714285, ""p90"": 0.11403061224489797, ""min"": 0.03826530612244898, ""max"": 0.12244897959183673, ""std"": 0.042091836734693876}",1.0
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.09005102040816328, ""min"": 0.02806122448979592, ""max"": 0.09693877551020408, ""std"": 0.03443877551020408}",1.0
task,Make a new note with the title Swimming Class and enter about swimming class in the note body in note app,model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.06640625, ""median"": 0.06640625, ""p90"": 0.10078125, ""min"": 0.0234375, ""max"": 0.109375, ""std"": 0.04296875}","{""count"": 2, ""mean"": 0.03316326530612245, ""median"": 0.03316326530612245, ""p90"": 0.055612244897959184, ""min"": 0.00510204081632653, ""max"": 0.061224489795918366, ""std"": 0.02806122448979592}",1.0
task,"My buddy Carlos handed me $200, and he wants me to convert it to BLR, but I'm not sure how much it will cost. Transform $200 USD to BLR by using the Currency Converter app.",model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.16312997347480107, ""median"": 0.16312997347480107, ""p90"": 0.20238726790450928, ""min"": 0.11405835543766578, ""max"": 0.21220159151193635, ""std"": 0.049071618037135285}",1.0
task,"My buddy Carlos handed me $200, and he wants me to convert it to BLR, but I'm not sure how much it will cost. Transform $200 USD to BLR by using the Currency Converter app.",model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.1015625, ""median"": 0.1015625, ""p90"": 0.1265625, ""min"": 0.0703125, ""max"": 0.1328125, ""std"": 0.03125}","{""count"": 2, ""mean"": 0.11671087533156499, ""median"": 0.11671087533156499, ""p90"": 0.1464190981432361, ""min"": 0.07957559681697612, ""max"": 0.15384615384615385, ""std"": 0.037135278514588865}",1.0
